name,type,weight_kg,heigth_cm,stats,moves,total_moves,hidden_ability
growlithe,['fire'],19,70.0,"{'hp': 55, 'attack': 70, 'defense': 45, 'special-attack': 70, 'special-defense': 50, 'speed': 60}","['double-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'ember', 'flamethrower', 'strength', 'dragon-rage', 'fire-spin', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'morning-sun', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'secret-power', 'overheat', 'odor-sleuth', 'aerial-ace', 'howl', 'covet', 'natural-gift', 'close-combat', 'flare-blitz', 'thunder-fang', 'fire-fang', 'captivate', 'flame-burst', 'flame-charge', 'round', 'incinerate', 'retaliate', 'wild-charge', 'snarl', 'play-rough', 'confide', 'burn-up', 'psychic-fangs', 'raging-fury', 'tera-blast']",80,"{'intimidate': False, 'flash-fire': False, 'justified': True}"
arcanine,['fire'],155,190.0,"{'hp': 90, 'attack': 110, 'defense': 80, 'special-attack': 100, 'special-defense': 80, 'speed': 95}","['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'solar-beam', 'dragon-rage', 'fire-spin', 'dig', 'toxic', 'agility', 'rage', 'teleport', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'hidden-power', 'sunny-day', 'crunch', 'extreme-speed', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'superpower', 'secret-power', 'hyper-voice', 'overheat', 'odor-sleuth', 'aerial-ace', 'howl', 'covet', 'natural-gift', 'close-combat', 'flare-blitz', 'dragon-pulse', 'giga-impact', 'thunder-fang', 'fire-fang', 'rock-climb', 'iron-head', 'captivate', 'flame-charge', 'round', 'incinerate', 'retaliate', 'bulldoze', 'wild-charge', 'heat-crash', 'snarl', 'play-rough', 'confide', 'laser-focus', 'burn-up', 'psychic-fangs', 'scorching-sands', 'tera-blast']",89,"{'intimidate': False, 'flash-fire': False, 'justified': True}"
poliwag,['water'],12,60.0,"{'hp': 40, 'attack': 50, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 90}","['pound', 'double-slap', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'low-kick', 'dig', 'toxic', 'psychic', 'hypnosis', 'rage', 'mimic', 'double-team', 'defense-curl', 'haze', 'bide', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'bubble', 'psywave', 'splash', 'rest', 'substitute', 'thief', 'mind-reader', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'focus-punch', 'helping-hand', 'endeavor', 'refresh', 'secret-power', 'dive', 'ice-ball', 'weather-ball', 'muddy-water', 'mud-shot', 'water-sport', 'water-pulse', 'wake-up-slap', 'natural-gift', 'earth-power', 'mud-bomb', 'captivate', 'round', 'scald', 'bulldoze', 'confide', 'liquidation', 'tera-blast', 'chilling-water']",77,"{'water-absorb': False, 'damp': False, 'swift-swim': True}"
poliwhirl,['water'],20,100.0,"{'hp': 65, 'attack': 65, 'defense': 65, 'special-attack': 50, 'special-defense': 50, 'speed': 90}","['pound', 'double-slap', 'mega-punch', 'ice-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'psychic', 'hypnosis', 'rage', 'mimic', 'double-team', 'defense-curl', 'haze', 'bide', 'metronome', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'bubble', 'psywave', 'splash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'icy-wind', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'endeavor', 'secret-power', 'dive', 'weather-ball', 'muddy-water', 'mud-shot', 'water-sport', 'water-pulse', 'wake-up-slap', 'natural-gift', 'fling', 'earth-power', 'mud-bomb', 'captivate', 'low-sweep', 'round', 'scald', 'bulldoze', 'confide', 'power-up-punch', 'liquidation', 'tera-blast', 'chilling-water']",90,"{'water-absorb': False, 'damp': False, 'swift-swim': True}"
poliwrath,"['water', 'fighting']",54,130.0,"{'hp': 90, 'attack': 95, 'defense': 95, 'special-attack': 70, 'special-defense': 90, 'speed': 70}","['pound', 'double-slap', 'mega-punch', 'ice-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'psychic', 'hypnosis', 'rage', 'mimic', 'double-team', 'defense-curl', 'haze', 'bide', 'metronome', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'bubble', 'psywave', 'splash', 'rest', 'rock-slide', 'substitute', 'thief', 'mind-reader', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'belly-drum', 'mud-slap', 'icy-wind', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'dive', 'weather-ball', 'rock-tomb', 'muddy-water', 'bulk-up', 'mud-shot', 'water-pulse', 'natural-gift', 'close-combat', 'payback', 'fling', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'earth-power', 'giga-impact', 'rock-climb', 'captivate', 'low-sweep', 'round', 'scald', 'circle-throw', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'throat-chop', 'liquidation', 'coaching', 'tera-blast', 'chilling-water']",114,"{'water-absorb': False, 'damp': False, 'swift-swim': True}"
abra,['psychic'],20,90.0,"{'hp': 25, 'attack': 20, 'defense': 15, 'special-attack': 105, 'special-defense': 55, 'speed': 90}","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'submission', 'counter', 'seismic-toss', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'natural-gift', 'embargo', 'fling', 'psycho-shift', 'power-trick', 'power-swap', 'guard-swap', 'drain-punch', 'energy-ball', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'guard-split', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'ally-switch', 'confide', 'dazzling-gleam', 'psychic-terrain', 'speed-swap']",96,"{'synchronize': False, 'inner-focus': False, 'magic-guard': True}"
kadabra,['psychic'],56,130.0,"{'hp': 40, 'attack': 35, 'defense': 30, 'special-attack': 120, 'special-defense': 70, 'speed': 105}","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'psybeam', 'submission', 'counter', 'seismic-toss', 'thunder-wave', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'skull-bash', 'kinesis', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'miracle-eye', 'natural-gift', 'embargo', 'fling', 'power-swap', 'guard-swap', 'drain-punch', 'energy-ball', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'ally-switch', 'confide', 'dazzling-gleam', 'psychic-terrain', 'speed-swap', 'expanding-force']",102,"{'synchronize': False, 'inner-focus': False, 'magic-guard': True}"
alakazam,['psychic'],48,150.0,"{'hp': 55, 'attack': 50, 'defense': 45, 'special-attack': 135, 'special-defense': 95, 'speed': 120}","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'psybeam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'thunder-wave', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'recover', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'skull-bash', 'kinesis', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'miracle-eye', 'natural-gift', 'embargo', 'fling', 'power-swap', 'guard-swap', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'stored-power', 'ally-switch', 'confide', 'dazzling-gleam', 'laser-focus', 'psychic-terrain', 'speed-swap', 'expanding-force']",110,"{'synchronize': False, 'inner-focus': False, 'magic-guard': True}"
machop,['fighting'],20,80.0,"{'hp': 70, 'attack': 80, 'defense': 50, 'special-attack': 35, 'special-defense': 35, 'speed': 35}","['karate-chop', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'rolling-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'flamethrower', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'meditate', 'rage', 'mimic', 'double-team', 'light-screen', 'focus-energy', 'bide', 'metronome', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'vital-throw', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'smelling-salts', 'helping-hand', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'rock-tomb', 'tickle', 'bulk-up', 'wake-up-slap', 'natural-gift', 'close-combat', 'payback', 'fling', 'power-trick', 'poison-jab', 'vacuum-wave', 'focus-blast', 'bullet-punch', 'rock-climb', 'captivate', 'smack-down', 'heavy-slam', 'low-sweep', 'round', 'quick-guard', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'coaching']",96,"{'guts': False, 'no-guard': False, 'steadfast': True}"
machoke,['fighting'],70,150.0,"{'hp': 80, 'attack': 100, 'defense': 70, 'special-attack': 50, 'special-defense': 60, 'speed': 45}","['karate-chop', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'flamethrower', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'light-screen', 'focus-energy', 'bide', 'metronome', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'vital-throw', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'rock-tomb', 'bulk-up', 'wake-up-slap', 'natural-gift', 'close-combat', 'payback', 'fling', 'poison-jab', 'vacuum-wave', 'focus-blast', 'rock-climb', 'captivate', 'smack-down', 'heavy-slam', 'low-sweep', 'round', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'stomping-tantrum', 'coaching']",90,"{'guts': False, 'no-guard': False, 'steadfast': True}"
machamp,['fighting'],130,160.0,"{'hp': 90, 'attack': 130, 'defense': 80, 'special-attack': 65, 'special-defense': 85, 'speed': 55}","['karate-chop', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'flamethrower', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'light-screen', 'focus-energy', 'bide', 'metronome', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'vital-throw', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'rock-tomb', 'bulk-up', 'rock-blast', 'wake-up-slap', 'natural-gift', 'close-combat', 'payback', 'assurance', 'fling', 'poison-jab', 'vacuum-wave', 'focus-blast', 'giga-impact', 'rock-climb', 'cross-poison', 'stone-edge', 'captivate', 'wide-guard', 'smack-down', 'heavy-slam', 'low-sweep', 'round', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'coaching']",100,"{'guts': False, 'no-guard': False, 'steadfast': True}"
bellsprout,"['grass', 'poison']",4,70.0,"{'hp': 50, 'attack': 75, 'defense': 35, 'special-attack': 70, 'special-defense': 30, 'speed': 40}","['swords-dance', 'cut', 'bind', 'slam', 'vine-whip', 'headbutt', 'wrap', 'take-down', 'double-edge', 'acid', 'mega-drain', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'leech-life', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'knock-off', 'secret-power', 'weather-ball', 'tickle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'wring-out', 'gastro-acid', 'worry-seed', 'sucker-punch', 'poison-jab', 'seed-bomb', 'energy-ball', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'venoshock', 'acid-spray', 'round', 'clear-smog', 'belch', 'grassy-terrain', 'confide', 'infestation', 'strength-sap', 'lunge', 'grassy-glide', 'tera-blast', 'pounce', 'trailblaze']",79,"{'chlorophyll': False, 'gluttony': True}"
weepinbell,"['grass', 'poison']",6,100.0,"{'hp': 65, 'attack': 90, 'defense': 50, 'special-attack': 85, 'special-defense': 45, 'speed': 55}","['swords-dance', 'cut', 'bind', 'slam', 'vine-whip', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'acid', 'mega-drain', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'swift', 'leech-life', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'knock-off', 'secret-power', 'weather-ball', 'tickle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'wring-out', 'gastro-acid', 'worry-seed', 'sucker-punch', 'poison-jab', 'seed-bomb', 'energy-ball', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'bug-bite', 'venoshock', 'acid-spray', 'round', 'clear-smog', 'grassy-terrain', 'confide', 'infestation', 'strength-sap', 'lunge', 'grassy-glide', 'tera-blast', 'pounce', 'trailblaze']",81,"{'chlorophyll': False, 'gluttony': True}"
victreebel,"['grass', 'poison']",16,170.0,"{'hp': 80, 'attack': 105, 'defense': 65, 'special-attack': 100, 'special-defense': 70, 'speed': 70}","['swords-dance', 'cut', 'bind', 'slam', 'vine-whip', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'acid', 'hyper-beam', 'mega-drain', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'swift', 'leech-life', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'stockpile', 'spit-up', 'swallow', 'facade', 'nature-power', 'ingrain', 'knock-off', 'secret-power', 'weather-ball', 'tickle', 'bullet-seed', 'magical-leaf', 'leaf-blade', 'natural-gift', 'gastro-acid', 'worry-seed', 'sucker-punch', 'poison-jab', 'seed-bomb', 'energy-ball', 'giga-impact', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'bug-bite', 'venoshock', 'acid-spray', 'round', 'clear-smog', 'leaf-tornado', 'grassy-terrain', 'confide', 'infestation', 'strength-sap', 'lunge', 'grassy-glide', 'tera-blast', 'pounce', 'trailblaze']",88,"{'chlorophyll': False, 'gluttony': True}"
tentacool,"['water', 'poison']",46,90.0,"{'hp': 40, 'attack': 40, 'defense': 35, 'special-attack': 50, 'special-defense': 100, 'speed': 70}","['swords-dance', 'cut', 'bind', 'headbutt', 'wrap', 'take-down', 'double-edge', 'poison-sting', 'supersonic', 'acid', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'mega-drain', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'confuse-ray', 'barrier', 'haze', 'reflect', 'bide', 'waterfall', 'skull-bash', 'constrict', 'bubble', 'acid-armor', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'hidden-power', 'rain-dance', 'mirror-coat', 'whirlpool', 'hail', 'facade', 'magic-coat', 'knock-off', 'secret-power', 'dive', 'tickle', 'muddy-water', 'water-pulse', 'brine', 'natural-gift', 'acupressure', 'payback', 'wring-out', 'toxic-spikes', 'aqua-ring', 'poison-jab', 'cross-poison', 'captivate', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'scald', 'hex', 'confide', 'dazzling-gleam', 'infestation', 'brutal-swing']",83,"{'clear-body': False, 'liquid-ooze': False, 'rain-dish': True}"
tentacruel,"['water', 'poison']",55,160.0,"{'hp': 80, 'attack': 70, 'defense': 65, 'special-attack': 80, 'special-defense': 120, 'speed': 100}","['swords-dance', 'cut', 'bind', 'headbutt', 'wrap', 'take-down', 'double-edge', 'poison-sting', 'supersonic', 'acid', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'mega-drain', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'barrier', 'haze', 'reflect', 'bide', 'waterfall', 'skull-bash', 'constrict', 'acid-armor', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'mirror-coat', 'whirlpool', 'hail', 'facade', 'magic-coat', 'knock-off', 'secret-power', 'dive', 'muddy-water', 'water-pulse', 'brine', 'natural-gift', 'payback', 'wring-out', 'toxic-spikes', 'poison-jab', 'giga-impact', 'cross-poison', 'captivate', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'scald', 'hex', 'reflect-type', 'confide', 'venom-drench', 'dazzling-gleam', 'infestation', 'brutal-swing', 'corrosive-gas']",81,"{'clear-body': False, 'liquid-ooze': False, 'rain-dish': True}"
geodude,"['rock', 'ground']",20,40.0,"{'hp': 40, 'attack': 80, 'defense': 100, 'special-attack': 30, 'special-defense': 30, 'speed': 20}","['mega-punch', 'fire-punch', 'thunder-punch', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'flamethrower', 'submission', 'counter', 'seismic-toss', 'strength', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'defense-curl', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'dynamic-punch', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'focus-punch', 'nature-power', 'superpower', 'brick-break', 'secret-power', 'mud-sport', 'rock-tomb', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'hammer-arm', 'gyro-ball', 'natural-gift', 'fling', 'sucker-punch', 'rock-polish', 'earth-power', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'autotomize', 'smack-down', 'round', 'incinerate', 'bulldoze', 'confide', 'power-up-punch', 'high-horsepower', 'stomping-tantrum', 'tera-blast']",86,"{'rock-head': False, 'sturdy': False, 'sand-veil': True}"
graveler,"['rock', 'ground']",105,100.0,"{'hp': 55, 'attack': 95, 'defense': 115, 'special-attack': 45, 'special-defense': 45, 'speed': 35}","['mega-punch', 'fire-punch', 'thunder-punch', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'flamethrower', 'submission', 'counter', 'seismic-toss', 'strength', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'defense-curl', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'dynamic-punch', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'focus-punch', 'nature-power', 'superpower', 'brick-break', 'secret-power', 'mud-sport', 'rock-tomb', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'hammer-arm', 'gyro-ball', 'natural-gift', 'fling', 'sucker-punch', 'rock-polish', 'focus-blast', 'earth-power', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'confide', 'power-up-punch', 'high-horsepower', 'stomping-tantrum', 'body-press', 'tera-blast']",89,"{'rock-head': False, 'sturdy': False, 'sand-veil': True}"
golem,"['rock', 'ground']",300,140.0,"{'hp': 80, 'attack': 120, 'defense': 130, 'special-attack': 55, 'special-defense': 65, 'speed': 45}","['mega-punch', 'fire-punch', 'thunder-punch', 'mega-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'defense-curl', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'dynamic-punch', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'focus-punch', 'nature-power', 'superpower', 'brick-break', 'secret-power', 'mud-sport', 'rock-tomb', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'hammer-arm', 'gyro-ball', 'natural-gift', 'fling', 'sucker-punch', 'rock-polish', 'focus-blast', 'earth-power', 'giga-impact', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'steamroller', 'confide', 'power-up-punch', 'high-horsepower', 'stomping-tantrum', 'body-press', 'tera-blast']",95,"{'rock-head': False, 'sturdy': False, 'sand-veil': True}"
